TSR/BladePitchAngle,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5
7.5,0.816056,0.793664,0.770348,0.745994,0.720509,0.693856,0.666088,0.637264,0.607448,0.576715,0.545132,0.512762,0.479663,0.445890,0.411499,0.376542,0.341074,0.305147,0.268816,0.232137,0.195165,0.157959,0.120575,0.083073,0.045513,0.007955,-0.029539,-0.066906,-0.104082,-0.141005,-0.177610,-0.213830,-0.249597,-0.284841,-0.319490,-0.353467,-0.386690,-0.419068,-0.450503,-0.480883,-0.510090,-0.537996,-0.564464,-0.589350,-0.612500,-0.633767,-0.653012,-0.670114,-0.684983,-0.697553,-0.707781,-0.715659
8.0,0.852088,0.827135,0.801355,0.774479,0.746361,0.716878,0.685992,0.653794,0.620373,0.585840,0.550296,0.513832,0.476527,0.438457,0.399692,0.360302,0.320353,0.279913,0.239049,0.197828,0.156318,0.114587,0.072702,0.030736,-0.011241,-0.053156,-0.094938,-0.136512,-0.177805,-0.218743,-0.259249,-0.299245,-0.338651,-0.377384,-0.415356,-0.452473,-0.488631,-0.523715,-0.557599,-0.590146,-0.621213,-0.650646,-0.678277,-0.703934,-0.727444,-0.748652,-0.767426,-0.783672,-0.797324,-0.808338,-0.816704,-0.822461
8.5,0.884072,0.856408,0.828173,0.798952,0.768360,0.736245,0.702456,0.667011,0.630048,0.591715,0.552167,0.511530,0.469915,0.427423,0.384145,0.340170,0.295582,0.250464,0.204896,0.158960,0.112736,0.066306,0.019752,-0.026842,-0.073394,-0.119818,-0.166031,-0.211949,-0.257485,-0.302554,-0.347065,-0.390929,-0.434052,-0.476335,-0.517670,-0.557941,-0.597018,-0.634760,-0.671019,-0.705633,-0.738429,-0.769219,-0.797803,-0.823985,-0.847586,-0.868462,-0.886510,-0.901662,-0.913869,-0.923113,-0.929432,-0.932922
9.0,0.913800,0.882803,0.851760,0.820103,0.787150,0.752481,0.715931,0.677355,0.636893,0.594745,0.551127,0.506220,0.460173,0.413117,0.365170,0.316444,0.267042,0.217065,0.166610,0.115774,0.064654,0.013347,-0.038052,-0.089444,-0.140733,-0.191823,-0.242618,-0.293021,-0.342933,-0.392255,-0.440883,-0.488714,-0.535637,-0.581533,-0.626274,-0.669719,-0.711714,-0.752094,-0.790679,-0.827279,-0.861682,-0.893661,-0.922992,-0.949471,-0.972933,-0.993264,-1.010387,-1.024243,-1.034798,-1.042082,-1.046191,-1.047313
9.5,0.942211,0.907520,0.873105,0.838603,0.803211,0.766042,0.726771,0.685159,0.641230,0.595237,0.547472,0.498181,0.447563,0.395787,0.343003,0.289346,0.234945,0.179919,0.124386,0.068461,0.012259,-0.044109,-0.100531,-0.156894,-0.213091,-0.269010,-0.324544,-0.379580,-0.434008,-0.487712,-0.540578,-0.592484,-0.643303,-0.692896,-0.741108,-0.787771,-0.832703,-0.875710,-0.916578,-0.955077,-0.990955,-1.023954,-1.053840,-1.080417,-1.103552,-1.123153,-1.139152,-1.151497,-1.160200,-1.165351,-1.167139,-1.165852
10.0,0.969633,0.931110,0.892990,0.855185,0.816995,0.777281,0.735286,0.690685,0.643308,0.593431,0.541427,0.487627,0.432289,0.375626,0.317824,0.259050,0.199456,0.139187,0.078383,0.017177,-0.044299,-0.105915,-0.167544,-0.229060,-0.290339,-0.351258,-0.411694,-0.471522,-0.530617,-0.588852,-0.646096,-0.702211,-0.757045,-0.810432,-0.862190,-0.912120,-0.960011,-1.005630,-1.048727,-1.089028,-1.126239,-1.160087,-1.190340,-1.216833,-1.239461,-1.258143,-1.272814,-1.283455,-1.290138,-1.293041,-1.292457,-1.288754
10.5,0.996282,0.953806,0.911825,0.870377,0.828987,0.786502,0.741748,0.694137,0.643325,0.589515,0.533172,0.474727,0.414509,0.352783,0.289779,0.225694,0.160713,0.095004,0.028730,-0.037954,-0.104898,-0.171955,-0.238982,-0.305838,-0.372385,-0.438487,-0.504005,-0.568804,-0.632743,-0.695679,-0.757462,-0.817929,-0.876901,-0.934182,-0.989559,-1.042801,-1.093660,-1.141862,-1.187112,-1.229089,-1.267475,-1.301996,-1.332446,-1.358697,-1.380652,-1.398234,-1.411393,-1.420168,-1.424708,-1.425299,-1.422324,-1.416224
11.0,1.022317,0.975755,0.929786,0.884483,0.839603,0.793999,0.746368,0.695695,0.641436,0.583640,0.522849,0.459616,0.394352,0.327385,0.258988,0.189399,0.118831,0.047481,-0.024464,-0.096829,-0.169444,-0.242144,-0.314771,-0.387169,-0.459189,-0.530677,-0.601483,-0.671452,-0.740427,-0.808243,-0.874728,-0.939688,-1.002915,-1.064180,-1.123235,-1.179812,-1.233621,-1.284349,-1.331652,-1.375172,-1.414582,-1.449626,-1.480138,-1.506004,-1.527128,-1.543440,-1.554931,-1.561710,-1.564032,-1.562284,-1.556929,-1.548481
11.5,1.047848,0.997069,0.946993,0.897698,0.849069,0.800083,0.749326,0.695514,0.637775,0.575928,0.510578,0.442409,0.371931,0.299539,0.225557,0.150264,0.073905,-0.003292,-0.081119,-0.159376,-0.237876,-0.316437,-0.394887,-0.473055,-0.550772,-0.627870,-0.704178,-0.779522,-0.853724,-0.926595,-0.997933,-1.067513,-1.135092,-1.200407,-1.263175,-1.323089,-1.379821,-1.433010,-1.482266,-1.527206,-1.567511,-1.602961,-1.633414,-1.658759,-1.678902,-1.693796,-1.703493,-1.708195,-1.708264,-1.704175,-1.696470,-1.685738
12.0,1.072955,1.017836,0.963530,0.910118,0.857540,0.804971,0.750801,0.693739,0.632453,0.566491,0.496464,0.423208,0.347343,0.269338,0.189573,0.108369,0.026009,-0.057253,-0.141183,-0.225563,-0.310185,-0.394849,-0.479364,-0.563539,-0.647188,-0.730119,-0.812140,-0.893056,-0.972664,-1.050745,-1.127066,-1.201370,-1.273381,-1.342802,-1.409312,-1.472568,-1.532194,-1.587781,-1.638894,-1.685145,-1.726242,-1.762000,-1.792282,-1.816981,-1.836014,-1.849372,-1.857185,-1.859760,-1.857558,-1.851139,-1.841125,-1.828172
12.5,1.097693,1.038120,0.979466,0.921814,0.865132,0.808796,0.750983,0.690490,0.625571,0.555422,0.480599,0.402099,0.320668,0.236856,0.151102,0.063773,-0.024815,-0.114380,-0.204660,-0.295413,-0.386408,-0.477426,-0.568252,-0.658674,-0.748480,-0.837456,-0.925387,-1.012054,-1.097225,-1.180655,-1.262077,-1.341204,-1.417727,-1.491311,-1.561598,-1.628200,-1.690692,-1.748610,-1.801494,-1.848968,-1.890779,-1.926758,-1.956775,-1.980720,-1.998533,-2.010259,-2.016123,-2.016536,-2.012053,-2.003323,-1.991049,-1.975932
13.0,1.122089,1.057978,0.994859,0.932850,0.871937,0.811663,0.750032,0.685875,0.617222,0.542808,0.463062,0.379155,0.291970,0.202145,0.110181,0.016488,-0.078577,-0.174699,-0.271587,-0.368971,-0.466596,-0.564216,-0.661590,-0.758481,-0.854653,-0.949870,-1.043891,-1.136473,-1.227359,-1.316274,-1.402919,-1.486973,-1.568089,-1.645897,-1.719994,-1.789946,-1.855272,-1.915461,-1.970047,-2.018684,-2.061150,-2.097281,-2.126945,-2.150039,-2.166534,-2.176550,-2.180412,-2.178636,-2.171876,-2.160866,-2.146380,-2.129121
13.5,1.146094,1.077452,1.009762,0.943282,0.878024,0.813651,0.748047,0.680001,0.607492,0.528718,0.443916,0.354427,0.261283,0.165217,0.066797,-0.033512,-0.135314,-0.238254,-0.342009,-0.446278,-0.550775,-0.655228,-0.759370,-0.862939,-0.965674,-1.067317,-1.167606,-1.266272,-1.363029,-1.457569,-1.549559,-1.638643,-1.724436,-1.806528,-1.884469,-1.957774,-2.025905,-2.088322,-2.144567,-2.194331,-2.237403,-2.273620,-2.302848,-2.324998,-2.340089,-2.348329,-2.350149,-2.346169,-2.337139,-2.323878,-2.307207,-2.287798
14.0,1.169468,1.096556,1.024222,0.953163,0.883446,0.814834,0.745110,0.672968,0.596452,0.513206,0.423194,0.327924,0.228594,0.126045,0.020916,-0.086270,-0.195067,-0.305079,-0.415947,-0.527337,-0.638934,-0.750438,-0.861558,-0.972006,-1.081502,-1.189762,-1.296501,-1.401421,-1.504204,-1.604510,-1.701969,-1.796187,-1.886744,-1.973181,-2.055004,-2.131670,-2.202592,-2.267211,-2.325092,-2.375953,-2.419586,-2.455825,-2.484536,-2.505656,-2.519268,-2.525677,-2.525418,-2.519220,-2.507928,-2.492434,-2.473580,-2.451985
14.5,1.191954,1.115241,1.038276,0.962537,0.888253,0.815267,0.741278,0.664861,0.584147,0.496284,0.400888,0.299623,0.193872,0.084590,-0.027500,-0.141813,-0.257849,-0.375172,-0.493384,-0.612119,-0.731036,-0.849807,-0.968116,-1.085652,-1.202109,-1.317180,-1.430551,-1.541896,-1.650862,-1.757074,-1.860127,-1.959590,-2.054999,-2.145850,-2.231598,-2.311642,-2.385350,-2.452158,-2.511664,-2.563595,-2.607743,-2.643939,-2.672056,-2.692067,-2.704131,-2.708652,-2.706279,-2.697851,-2.684301,-2.666586,-2.645534,-2.621695
