3600, 0.0183
3660, 0.0179
3720, 0.0188
3780, 0.0189
3840, 0.0195
3900, 0.0177
3960, 0.0182
4020, 0.0188
4080, 0.0194
4140, 0.0200
4200, 0.0212
4260, 0.0200
4320, 0.0196
4380, 0.0196
4440, 0.0200
4500, 0.0198
4560, 0.0198
4620, 0.0204
4680, 0.0210
4740, 0.0201
4800, 0.0208
4860, 0.0211
4920, 0.0211
4980, 0.0209
5040, 0.0207
5100, 0.0221
5160, 0.0204
5220, 0.0230
5280, 0.0214
5340, 0.0206
5400, 0.0218
5460, 0.0220
5520, 0.0223
5580, 0.0245
5640, 0.0243
5700, 0.0258
5760, 0.0236
5820, 0.0244
5880, 0.0240
5940, 0.0245
6000, 0.0259
6060, 0.0235
6120, 0.0248
6180, 0.0258
6240, 0.0267
6300, 0.0258
6360, 0.0261
6420, 0.0268
6480, 0.0263
6540, 0.0263
6600, 0.0260
6660, 0.0296
6720, 0.0271
6780, 0.0315
6840, 0.0317
6900, 0.0288
6960, 0.0307
7020, 0.0296
7080, 0.0304
7140, 0.0326
7200, 0.0294
