3600, 278.68320233334146
3660, 280.38132947547274
3720, 280.136174261355
3780, 279.29708549142583
3840, 278.86846219210616
3900, 278.0665786744054
3960, 277.4679976426303
4020, 277.7783939950384
4080, 279.32504105865604
4140, 279.1956068095646
4200, 278.051039836197
4260, 277.7477619763461
4320, 277.8621683158225
4380, 277.96452720856826
4440, 277.0880050099619
4500, 277.2772352911028
4560, 277.9073581511251
4620, 278.7358094798417
4680, 278.55691704092345
4740, 278.7160706939037
4800, 278.57796903074177
4860, 277.88516648419846
4920, 276.66593359976736
4980, 278.1572681269478
5040, 279.83474167537804
5100, 280.0828768623599
5160, 279.56785787833866
5220, 279.4499598892484
5280, 279.821943755598
5340, 278.81171863109705
5400, 279.4418634450689
5460, 280.4190064682342
5520, 280.5749066527003
5580, 278.8995124699121
5640, 278.07857500824605
5700, 277.65569397746765
5760, 278.55062577155894
5820, 279.9775188691543
5880, 281.2657170642481
5940, 281.56117608930543
6000, 280.9245935284621
6060, 280.395293369899
6120, 280.4906894392734
6180, 279.5074246088471
6240, 279.4319134370169
6300, 280.94771899444834
6360, 282.50003240831893
6420, 283.2779403315046
6480, 283.2539599925303
6540, 282.8409970000761
6600, 281.528094116964
6660, 280.53253859948217
6720, 281.24456628717564
6780, 282.07195896553003
6840, 282.8587188917238
6900, 283.4495126857495
6960, 283.309620532237
7020, 282.97466850777255
7080, 282.13095089898457
7140, 282.6045242123467
7200, 283.74735353435364
